Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"Ackerly, TX",4801108,16,0,0,0,,,0
"Acme, WA",5300275,22,,,,,,0
"Ada, KS",2000225,0,,,,,,0
"Addy, WA",5300380,0,,,,,,12
"Adelino, NM",3500940,122,,,,,,0
"Agency Village, SD",4600520,37,,,,670.8308975,,0
"Agenda, KS",2000475,0,,,,,,0
"Aguila, AZ",400730,66,101,0,0,641.2406504,,0
"Aguilares, TX",4801420,0,,,,,,0
"Air Force Academy, CO",800870,579,87,19,151,1581.737271,,0
"Airport Heights, TX",4801500,0,,,,,,0
"Ak Chin, AZ",400940,0,0,0,0,,,0
"Akaska, SD",4600540,0,,,,,,0
"Akhiok, AK",200650,2,,,,,,0
"Alamillo, NM",3501640,8,,,,,,0
"Alamo Lake, AZ",401170,0,,,,,,0
"Alamo, IN",1800784,4,,,,,,0
"Alatna, AK",201305,0,,,,,,10
"Albany, WY",5600680,0,,,,,,0
"Albee, SD",4600620,0,,,,,,0
"Alberta, MN",2700676,10,6,0,0,883.2602539,,0
"Alcan Border, AK",201390,28,,,,,,0
"Alcorn State University, MS",2800680,151,,,,599.7440114,,0
"Alcova, WY",5601115,0,0,0,0,,,35
"Alder, MT",3000850,0,,,,,,0
"Aldora, GA",1301248,50,,,,736.6797481,,0
"Aleneva, AK",201560,0,,,,,,0
"Alfarata, PA",4200764,2,,,,,,0
"Alfred, TX",4801816,0,0,0,0,,,0
"Ali Chuk, AZ",401560,10,,,,,,0
"Ali Chukson, AZ",401570,0,,,,,,0
"Ali Molina, AZ",401620,0,,,,,,0
"Allamuchy, NJ",3400640,6,,,,,,0
"Alleghany, CA",600982,0,,,,,,0
"Allen, SD",4600900,18,61,5,0,689.4048797,,0
"Allendale, MO",2900712,5,,,,,,0
"Allensville, KY",2101000,16,,,,836.4159555,,0
"Allisonia, VA",5101256,6,,,,,,0
"Almanor, CA",601094,0,0,0,0,,,0
"Alpine Northeast, WY",5601888,0,,,,,,0
"Alpine Northwest, WY",5601936,0,,,,,,0
"Alsen, ND",3801740,21,,,,,,0
"Altamont, SD",4601140,3,,,,,,0
"Alton, NH",3300980,20,,,,780.4723212,,0
"Altoona, WA",5301745,0,,,,,,0
"Alvordton, OH",3901588,73,,,,693.8,,0
"Amada Acres, TX",4802286,0,0,0,0,,,0
"Amado, AZ",401990,0,,,,,,51
"Amargosa, TX",4802290,0,,,,,,0
"Amaya, TX",4803008,0,,,,,,0
"Ambrose, ND",3801860,1,,,,,,0
"Ames, NE",3101220,0,,,,,,0
"Amherst, CO",801915,29,,,,,,0
"Amherstdale, WV",5401660,111,,,,,,17
"Amidon, ND",3802060,0,,,,,,0
"Anacua, TX",4803126,0,,,,,,0
"Anderson, IA",1902035,0,,,,,,0
"Anderson, TX",4803192,46,0,35,0,867.6086654,,0
"Andersonville, TN",4701220,54,,,,,,0
"Andrews AFB, MD",2401450,718,0,109,158,2481.453169,,46
"Angle Inlet, MN",2701558,0,,,,,,0
"Animas, NM",3503750,16,,,,,,14
"Annapolis, IL",1701556,0,,,,,,0
"Anoka, NE",3101465,0,,,,,,0
"Antelope Hills, WY",5602877,0,0,0,0,,,0
"Antelope, OR",4102250,37,,,,768.494183,,0
"Anthoston, KY",2101720,7,,,,,,0
"Antler, ND",3802660,3,,,,,,0
"Apache Creek, NM",3504030,8,,,,,,0
"Apple Grove, WV",5402188,0,,,,,,0
"Aragon, NM",3504450,0,,,,,,12
"Arcadia University, PA",4202826,0,,,,,,0
"Arivaca, AZ",403320,62,,,,716.3478046,,0
"Arizona Village, AZ",403915,330,0,41,4,589.2359996,,0
"Arjay, KY",2101972,60,,,,,,0
"Arlington, WY",5603245,0,,,,,,0
"Arrey, NM",3504870,0,,,,,,0
"Arroyo Hondo, NM",3505010,15,,,,,,0
"Artemus, KY",2102188,81,,,,768.9336006,,0
"Arvada, WY",5603725,12,,,,951.9647721,,5
"Ashburn, MO",2902152,0,0,0,0,,,0
"Asherville, KS",2002600,0,0,0,0,,,0
"Ashford, WA",5303005,0,,,,572,,0
"Ashland Heights, SD",4602530,84,,,,843.2,,0
"Ashley, MO",2902260,0,,,,,,0
"Aspen Springs, CA",603026,0,,,,,,0
"Aten, NE",3102480,0,,,,,,0
"Athelstan, IA",1903430,4,,,,,,0
"Atkins, VA",5103512,209,71,4,0,877.2461949,,3
"Atlantic City, WY",5604015,0,0,0,0,,,0
"Attu Station, AK",204670,0,0,0,0,,,0
"Auburn, ND",3803740,0,,,,,,0
"Ayr, ND",3804020,0,,,,,,0
"Aztec, AZ",404930,0,0,0,0,,,0
"Babb, MT",3003250,0,,,,,,0
"Badger Lee, OK",4003815,13,,,,592.0949299,,0
"Bagdad, AZ",405140,499,15,72,10,487.4,,135
"Bagnell, MO",2902962,0,,,,641.2894497,,4
"Baileyville, KS",2003675,72,,,,550.7142857,,0
"Baker, MO",2903034,0,0,0,0,,,0
"Baker, NV",3204100,20,,,,,,0
"Bakersville, MD",2403575,0,,,,,,0
"Balfour, ND",3804460,1,,,,,,0
"Ballantine, MT",3003625,0,,,,,,0
"Balta, ND",3804580,6,,,,497.2604824,,0
"Bangor Base, WA",5304100,1210,135,18,81,1512.602652,,40
"Banks, ID",1604600,0,,,,,,0
"Bannock, OH",3903786,0,,,,,,0
"Bantry, ND",3804740,0,,,,,,0
"Barney's Junction, WA",5304347,66,,,,,,0
"Barrelville, MD",2404525,0,,,,,,0
"Barrera, TX",4805690,24,,,,,,0
"Barrville, PA",4204344,20,,,,,,0
"Barry, MN",2703718,0,,,,,,0
"Bartlett, IA",1904735,0,,,,,,0
"Bartlett, NH",3303620,50,,,,,,0
"Bartley, WV",5404732,0,,,,,,0
"Barton, ND",3805220,0,0,0,0,,,0
"Bartow, WV",5404780,0,,,,,,0
"Basin City, WA",5304405,0,,,,473.4876664,,65
"Baskerville, VA",5104856,22,,,,,,0
"Bassett, AR",503940,8,31,0,0,217.7292907,,0
"Bassett, KS",2004450,0,,,,,,0
"Batesland, SD",4603860,1,,,,,,0
"Bath Corner, SD",4603960,0,,,,,,0
"Bathgate, ND",3805260,4,,,,,,0
"Bayou Corne, LA",2205255,0,,,,,,0
"Bayport, FL",1204250,0,,,,,,0
"Bayside, VA",5105200,119,,,,,,0
"Beale AFB, CA",604576,214,26,3,156,1732.438698,,0
"Bear Creek, CA",604632,38,,,,558.3749189,,0
"Bear Flat, AZ",405450,0,,,,,,0
"Beatty, OR",4105150,0,0,0,0,,,0
"Beaulieu, MN",2704348,2,,,,,,0
"Beaver, OR",4105200,22,,,,,,0
"Beaverdam, NV",3205125,0,,,,,,0
"Bedford, WY",5606045,52,,,,,,0
"Bee, OK",4004950,0,,,,,,0
"Belden, CA",604856,0,0,0,0,,,10
"Belgreen, AL",105140,23,,,,,,0
"Belleview, KY",2105428,50,,,,697,,0
"Bellfountain, OR",4105700,0,,,,,,0
"Belpre, KS",2005825,17,,,,412.9909851,,6
"Beluga, AK",206245,0,,,,,,0
"Belva, WV",5406052,19,,,,,,0
"Belvidere, NE",3104160,2,,,,,,0
"Bena, MN",2705104,30,0,12,0,816.9109642,,0
"Benedict, ND",3805980,3,,,,,,0
"Benjamin Perez, TX",4807642,0,,,,,,0
"Bennett Springs, NV",3205275,50,,,,,,0
"Benns Church, VA",5106712,66,,,,1026.074253,,0
"Bent, NM",3506760,0,,,,,,0
"Berea, NE",3104545,0,,,,,,0
"Bergen, ND",3806180,0,,,,,,0
"Bergoo, WV",5406436,0,,,,,,0
"Berlin, AL",105812,,,,,,,
"Berrydale, FL",1205825,0,,,,,,0
"Berwind, WV",5406748,8,,,,,,0
"Beryl Junction, UT",4905380,0,,,,,,0
"Bethel Manor, VA",5107160,1157,74,28,121,1715.347488,,0
"Bettles, AK",206630,0,,,,,,0
"Beulah Beach, OH",3906208,5,,,,,,42
"Beulah, WY",5606480,0,,,,,,0
"Bevington, IA",1906490,14,,,,642.6666667,,0
"Beyerville, AZ",405970,23,,,,586.8,,4
"Bibo, NM",3507145,0,,,,,,0
"Bieber, CA",606336,10,,,,,,16
"Biehle, MO",2905320,0,,,,,,0
"Bier, MD",2407285,0,,,,,,0
"Big Arm, MT",3005800,0,,,,,,15
"Big Creek, WV",5407228,0,,,,,,0
"Big Pool, MD",2407375,12,,,,,,0
"Big Sandy, WV",5407516,3,,,,,,0
"Bigelow, MO",2905464,0,,,,,,0
"Biggs Junction, OR",4106400,15,0,0,0,,,0
"Bijou Hills, SD",4605580,0,0,0,0,,,0
"Billingsley, AL",106460,2,0,9,0,,,8
"Bingham, IL",1706028,2,,,,317.2690365,,7
"Binghamton University, NY",3606644,0,,,,,,0
"Birch Creek, AK",207620,0,,,,,,0
"Birch River, WV",5407756,0,,,,,,0
"Birney, MT",3006925,12,,,,,,0
"Bixby, TX",4808410,88,,,,327.089631,,0
"Blackgum, OK",4006500,13,,,,,,0
"Blacksville, WV",5408092,23,,,,660.1124116,,12
"Blaine, KY",2107264,18,,,,910.9270279,,0
"Blairsden, CA",606994,15,,,,,,0
"Blairstown, NJ",3406130,76,,,,1423.747243,,0
"Blanchard, ID",1608290,0,,,,,,0
"Blanchard, MO",2906247,0,,,,,,0
"Blanchard, ND",3807620,0,,,,,,0
"Blessing, TX",4808668,6,,,,881.8515398,,0
"Blodgett, OR",4106950,0,,,,,,0
"Blue Clay Farms, NC",3706510,0,,,,,,0
"Blue Eye, AR",507150,12,,,,,,0
"Blue Mountain, AR",507210,4,,,,,,0
"Blue Sky, CO",807420,0,,,,,,0
"Bluewater Acres, NM",3508185,50,,,,,,0
"Bluewater Village, NM",3508190,0,,,,,,0
"Blyn, WA",5306855,0,,,,429.563987,,0
"Bolan, IA",1907255,5,,,,,,0
"Bolt, WV",5408956,136,,,,,,0
"Bonanza Hills, TX",4809310,0,,,,,,0
"Bonanza, CO",807571,3,0,0,0,,,0
"Bonanza, UT",4906920,0,0,0,0,,,0
"Bondurant, WY",5608365,0,,,,,,0
"Boneau, MT",3008162,107,0,0,0,196.0886134,,0
"Bonney, TX",4809388,34,1,47,0,230.8268327,,0
"Boston, KY",2108722,0,,,,,,0
"Boston, VA",5108675,137,,,,681.089631,,0
"Boswell's Corner, VA",5108708,27,0,0,4,1302.439775,,0
"Botines, TX",4809598,0,,,,,,0
"Boulder, WY",5609235,0,,,,,,0
"Bourneville, OH",3907888,71,,,,,,0
"Bow Valley, NE",3105980,11,,,,,,0
"Bowden, WV",5409364,0,0,0,0,,,0
"Bowles, CA",607750,17,,,,838.7060885,,0
"Box Canyon, TX",4809656,6,,,,,,3
"Boyd, MT",3008800,22,,,,,,0
"Boyds, WA",5307485,0,,,,,,0
"Boykin, AL",108680,96,,,,,,0
"Boykin, SC",4508110,17,,,,,,0
"Boys Ranch, TX",4809796,49,,,,,,0
"Boys Town, NE",3106015,4,,,,,,0
"Braddock, ND",3808900,0,,,,,,0
"Bradford, IA",1908020,0,,,,,,0
"Bradley, SC",4508155,0,,,,,,0
"Brandon, CO",808290,10,,,,,,0
"Brazos, NM",3508860,0,,,,,,0
"Breathedsville, MD",2409400,0,,,,,,0
"Breckenridge, OK",4008600,0,0,0,0,,,11
"Brecon, OH",3908378,209,,,,582.0601937,,0
"Brewster, NE",3106260,0,,,,,,0
"Bridger, Gallatin County, MT",3009500,10,,,,,,0
"Bridgeville, NJ",3407660,0,,,,,,0
"Bridgewater Town, MA",2508130,,,,,,,
"Brimson, MO",2908470,1,,,,,,0
"Brinsmade, ND",3809460,0,,,,,,0
"Bristow Cove, AL",109457,8,,,,,,0
"Bristow, NE",3106400,11,,,,,,0
"Broadway, NJ",3408020,27,,,,,,0
"Brooks, OR",4108750,42,,,,765.8,,0
"Brooktree Park, ND",3809830,0,,,,,,0
"Broomtown, AL",109880,12,,,,,,0
"Brownlee, NE",3106680,0,,,,,,0
"Brownsville, MD",2410800,0,,,,,,0
"Brownsville, OH",3909596,0,,,,,,0
"Brundage, TX",4810852,0,0,0,0,,,0
"Brunswick Station, ME",2308500,289,21,110,52,1255.79365,,0
"Brush Creek, OK",4009612,9,,,,,,0
"Bryce Canyon City, UT",4908787,29,,,,513.2190269,,0
"Bryce, AZ",407915,8,,,,,,0
"Buck Creek, IN",1808812,0,,,,,,0
"Buck Meadows, CA",608716,10,,,,,,0
"Buckhorn, NM",3509630,0,,,,,,0
"Bucks Lake, CA",608744,0,,,,,,0
"Bucks, AL",110456,0,,,,,,0
"Buckshot, AZ",408020,0,,,,,,0
"Bucyrus, ND",3810300,0,,,,,,0
"Buena Vista, Humacao Municipio, PR",7209250,114,,,,,,25
"Buena Vista, TX",4811102,0,,,,,,0
"Buena, WA",5308640,110,,,,926.0997488,,83
"Buffalo Chip, SD",4608330,0,0,0,0,,,0
"Buffalo, SC",4510090,180,178,0,0,789.7799524,,132
"Buffington, PA",4210096,0,,,,,,0
"Bull Creek, MO",2909642,190,3,0,0,678.0470915,,0
"Bull Hollow, OK",4009887,16,,,,,,0
"Bullhead, SD",4608460,54,0,0,0,446.8,,0
"Burchinal, IA",1909415,0,,,,,,0
"Burlington, WV",5411620,17,,,,,,0
"Burton, NE",3107310,0,0,0,0,,,0
"Burton, TX",4811536,131,34,32,0,1598.997147,,0
"Bushong, KS",2009675,4,,,,,,0
"Butler, Delaware County, OK",4010460,0,,,,,,0
"Butler, SD",4608860,2,,,,,,0
"Butte Meadows, CA",609318,0,,,,,,0
"Butterfield, TX",4811626,0,0,0,0,,,0
"Buttzville, NJ",3409100,0,,,,,,0
"Byram Center, NJ",3409170,9,,,,,,0
"Caballo, NM",3510050,0,,,,,,0
"Cache, UT",4909725,0,0,0,0,,,0
"Cade, LA",2211580,138,43,135,0,975.2475819,,0
"California Hot Springs, CA",609822,0,,,,,,0
"Calio, ND",3811580,0,,,,,,0
"Calpella, CA",609990,77,,,,1003.346305,,0
"Calpine, CA",610004,0,,,,,,0
"Calvert, AL",111488,164,,,,,,0
"Calverton, VA",5112264,39,,,,1213.294826,,0
"Calvin, ND",3811700,0,,,,,,0
"Camas, MT",3011800,15,,,,,,0
"Camp Crook, SD",4609260,4,,,,,,0
"Camp Nelson, CA",610494,0,,,,,,0
"Camp Pendleton North, CA",610559,1827,27,117,644,2127.902888,,0
"Camp Pendleton South, CA",610561,3037,61,152,697,2380.864892,,0
"Campo Bonito, AZ",409580,0,,,,,,0
"Canby, CA",610732,30,,,,,,0
"Candelero Abajo, PR",7212568,93,,,,,,0
"Cane Beds, AZ",409900,21,,,,,,0
"Caney City, TX",4812472,6,0,0,0,801.272295,,0
"Canjilon, NM",3510610,0,,,,,,0
"Cannon AFB, NM",3510750,604,0,19,151,1258.501107,,50
"Cannondale, CT",911990,0,,,,,,0
"Canova, NM",3511520,0,,,,,,0
"Canton City (Hensel), ND",3812060,0,,,,,,0
"Cantu Addition, TX",4812502,0,,,,,,0
"Canyon Creek, TX",4812562,66,,,,,,0
"Canyondam, CA",610914,0,,,,,,0
"Capron, OK",4011750,0,0,0,0,,,0
"Caputa, SD",4609780,0,0,0,0,,,0
"Carbon, IA",1910585,0,,,,,,0
"Carbonate, CO",812080,,,,,,,
"Cardiff, AL",112040,9,,,,,,0
"Caribou, CA",611166,0,0,0,0,,,0
"Carlton Landing, OK",4011990,4,,,,,,0
"Carlton, AL",112112,0,,,,,,0
"Carlton, KS",2010675,0,,,,,,0
"Carmet, CA",611376,0,0,0,0,,,0
"Caroleen, NC",3710460,119,,,,,,0
"Carrick, CA",611481,0,,,,,,0
"Carrollton, MS",2811580,10,,,,,,0
"Carrsville, VA",5113192,15,,,,,,0
"Cartago, CA",611600,0,,,,,,13
"Carter, WY",5613005,0,0,0,0,,,0
"Cary, MS",2811820,27,0,0,0,481,,0
"Caryville, FL",1210975,18,3,8,0,690.4080194,,0
"Casa Blanca, TX",4813128,0,0,0,0,,,0
"Casas, TX",4813150,0,,,,,,0
"Cass, WV",5413684,7,,,,,,0
"Cassel, CA",611782,0,,,,,,0
"Castor, LA",2213260,45,20,6,44,490,,17
"Catharine, KS",2011025,0,,,,,,0
"Catherine, AL",112544,0,,,,,,0
"Catherine, CO",812460,56,,,,869.3712685,,0
"Cave, MO",2912079,2,,,,,,0
"Cawood, KY",2113582,19,,,,569.3414262,,0
"Cayuga, ND",3813020,0,,,,,,0
"Cayuse, OR",4111900,0,,,,,,0
"Cañada de los Alamos, NM",3510470,0,,,,,,0
"Cearfoss, MD",2414300,0,,,,,,0
"Cedar Crest, PA",4211836,61,,,,692.7215264,,18
"Cedar Highlands, UT",4911435,,,,,,,
"Cedar Point, KS",2011425,0,,,,,,0
"Cedar Slope, CA",612314,0,0,0,0,,,0
"Cedar, KS",2011325,0,,,,,,0
"Cedarville, MD",2414800,39,0,0,0,1276.510205,,52
"Center, NE",3108360,0,,,,,,0
"Centralia, PA",4212312,0,,,,,,0
"Century, WV",5414212,16,,,,,,0
"Chain-O-Lakes, MO",2913015,0,,,,,,0
"Chalkhill, PA",4212512,0,,,,,,0
"Chamizal, NM",3514200,0,,,,,,0
"Champ, MO",2913078,1,,,,,,0
"Champion, NE",3108745,0,,,,,,0
"Chaparrito, TX",4814266,46,,,,,,0
"Chapeno, TX",4814290,0,,,,,,0
"Chapin, IA",1912675,32,,,,,,0
"Charco, AZ",412150,3,,,,,,0
"Charleston Park, FL",1211597,2,,,,,,0
"Charlos Heights, MT",3013975,26,,,,,,0
"Chase, AK",212350,0,,,,,,0
"Chatsworth, IA",1912945,10,,,,,,0
"Chelan Falls, WA",5311685,0,,,,,,0
"Chelsea, SD",4611500,0,,,,,,0
"Cherokee City, AR",513420,21,,,,,,0
"Cherry Log, GA",1315844,0,,,,,,0
"Chesapeake, MO",2913582,0,,,,,,0
"Chester, AR",513570,2,,,,560.9642157,,0
"Chester, OK",4013800,0,,,,387.5553288,,4
"Chestnut, IL",1713230,12,,,,717.0013192,,0
"Chewey, OK",4013850,20,,,,,,0
"Cheyney University, PA",4213418,0,,,,,,0
"Chiawuli Tak, AZ",412560,0,0,0,0,,,0
"Chicken, AK",213450,10,,,,,,0
"Chignik, AK",213550,1,,,,557.8933211,,6
"Chili, NM",3514810,21,,,,,,62
"Chilili, NM",3514880,0,,,,,,0
"Chiniak, AK",213860,0,0,0,0,,,0
"Chisana, AK",213890,0,0,0,0,,,0
"Choctaw, LA",2215150,45,0,0,0,,,0
"Chugcreek, WY",5614097,0,,,,,,0
"Chuichu, AZ",413190,0,,,,,,0
"Chula Vista, Cameron County, TX",4814880,27,,,,,,0
"Chunchula, AL",114968,41,,,,,,0
"Churchs Ferry, ND",3814140,0,,,,,,0
"Churchville, VA",5116736,9,,,,,,0
"Circle, AK",214880,12,,,,736.8648383,,0
"City of the Sun, NM",3515560,30,,,,,,0
"Claremont, SD",4612100,0,,,,,,0
"Clarence, LA",2215745,115,0,0,0,522.4,,2
"Clarkrange, TN",4715120,20,,,,845.290793,,0
"Clarksburg, IN",1812880,0,,,,,,0
"Clarysville, MD",2417475,0,,,,,,0
"Clay Springs, AZ",414030,61,,,,,,0
"Clayton, ID",1615490,0,,,,,,0
"Clayton, KS",2013675,0,,,,,,0
"Clayville, RI",4415940,12,,,,,,0
"Clear Creek, UT",4913740,0,,,,,,0
"Clearmont, WY",5615325,48,,,,642.2285714,,0
"Cleone, CA",614008,132,0,0,0,568.3703443,,0
"Cleveland, VA",5117296,5,0,0,0,247.9960466,,0
"Cliffdell, WA",5313015,49,,,,,,0
"Cliffside, NC",3713100,14,,,,,,0
"Clinchport, VA",5117536,5,,,,447,,4
"Clio, CA",614106,17,,,,,,0
"Clio, IA",1914475,1,,,,,,0
"Clipper Mills, CA",614148,44,,,,,,0
"Coal Center, PA",4214568,26,,,,751.6,,1
"Coalmont, IN",1814032,0,,,,,,0
"Cobbtown, FL",1213125,0,,,,,,0
"Cobre, NM",3516490,0,,,,,,0
"Coburg, IA",1914880,2,,,,,,0
"Cold Bay, AK",216530,30,,,,1086.2,,3
"Cold Springs, Tuolumne County, CA",614454,0,,,,,,0
"Coldfoot, AK",216630,0,0,0,0,,,0
"Coleman, GA",1317580,0,,,,,,0
"Collegeville, IN",1814464,0,,,,,,0
"Colona, CO",815825,0,,,,,,0
"Colorado Acres, TX",4816110,26,,,,,,0
"Colorado City, AZ",414870,602,9,0,184,813.6347841,,0
"Colp, IL",1715807,18,0,0,0,713.1283665,,0
"Columbus AFB, MS",2815420,493,24,0,203,1207.65074,,0
"Comanche Creek, CO",816465,0,,,,,,0
"Combs, KY",2116822,0,,,,,,0
"Comobabi, AZ",415080,7,,,,,,0
"Comptche, CA",615030,21,,,,1347.702989,,0
"Concepcion, TX",4816300,0,,,,,,0
"Conchas Dam, NM",3517260,0,,,,,,0
"Concho, AZ",415150,0,,,,,,0
"Concord, KY",2116894,0,,,,,,0
"Connerville, OK",4016700,43,,,,,,0
"Constantia, NY",3617893,131,74,0,0,414.3619999,,2
"Conway, WA",5314520,0,,,,,,0
"Cooperton, OK",4017050,7,,,,,,0
"Copake Falls, NY",3618113,122,,,,719.4817757,,0
"Cope, SC",4516720,17,,,,566.2163884,,0
"Copper Hill, AZ",415600,0,0,0,0,,,0
"Cora, WY",5617210,0,,,,,,0
"Corley, IA",1916320,0,,,,,,0
"Corning, MO",2916462,0,,,,,,0
"Cornlea, NE",3110600,0,,,,,,0
"Coronaca, SC",4516945,15,,,,,,0
"Corral City, TX",4817024,0,,,,767,,0
"Costilla, NM",3518240,0,,,,,,0
"Cotopaxi, CO",817485,0,,,,,,0
"Cotter, IA",1916725,8,,,,,,0
"Cottonwood, SD",4614220,0,,,,,,0
"Courtland, CA",616714,51,,,,,,0
"Covel, WV",5418388,0,,,,,,0
"Covenant Life, AK",217670,2,,,,,,0
"Cow Creek, SD",4614320,0,,,,,,0
"Cowan, CA",616762,114,,,,1053.278206,,0
"Cowiche, WA",5315325,153,,,,698.1459567,,0
"Cowles, NE",3110985,0,,,,,,0
"Coyote Acres, TX",4817426,0,,,,,,0
"Coyote, NM",3518660,19,,,,,,0
"Coyville, KS",2016150,0,,,,,,0
"Crary, ND",3816580,1,,,,,,1
"Crawfordsville, AR",515940,49,40,0,0,441.4,,0
"Crellin, MD",2420500,23,,,,,,0
"Creola, LA",2218295,17,0,41,0,1072.021633,,12
"Creston, CA",617232,0,,,,,,0
"Crocker, SD",4614660,0,,,,,,0
"Crook, CO",818640,41,,,,971.7091506,,0
"Cross Anchor, SC",4517845,0,,,,,,25
"Crowder, MS",2816940,176,0,0,0,583.4663669,,3
"Crown Point, AK",217960,8,,,,,,0
"Crows Nest, IN",1816156,1,,,,,,2
"Crucible, PA",4217528,47,,,,622.7238175,,0
"Crum, WV",5419300,4,,,,,,0
"Crystal Beach, AZ",417500,2,,,,,,0
"Crystal Rock, OH",3919615,14,,,,,,0
"Cuartelez, NM",3519110,17,,,,,,0
"Cucumber, WV",5419492,0,,,,,,0
"Cuevitas, TX",4818104,0,0,0,0,,,0
"Cumberland, VA",5120768,0,,,,,,40
"Cumminsville, NY",3619411,60,,,,,,0
"Cundiyo, NM",3519500,3,,,,,,0
"Curryville, MO",2917902,27,73,0,0,599,,0
"Cushing, NE",3111860,16,,,,,,0
"Custer, WA",5316375,0,,,,,,0
"Cutter, AZ",417810,0,0,0,0,,,0
"Cynthiana, OH",3919848,0,0,0,0,,,0
"Cypress, IL",1718251,16,9,0,15,785,,0
"Dahlen, ND",3817620,0,,,,,,0
"Dahlgren Center, VA",5121016,186,50,10,22,1684.387113,,34
"Dailey, WV",5419948,0,,,,,,19
"Dale, OK",4019150,79,,,,802.3174175,,0
"Dallas, SD",4615300,5,,,,,,0
"Dalton, MO",2918118,0,,,,,,0
"Daniel, WY",5618950,25,,,,,,0
"Dante, VA",5121312,97,,,,,,0
"Danville, MO",2918190,2,,,,,,0
"Danville, WA",5316585,11,,,,,,3
"Daphnedale Park, CA",617995,0,,,,,,0
"Darmstadt, IL",1718641,0,0,0,0,,,0
"Datil, NM",3519920,0,,,,,,0
"Dawn, MO",2918496,27,,,,,,10
"Day, FL",1216500,0,,,,,,0
"Dayton, AL",119912,0,,,,,,0
"De Lamere, ND",3818820,0,,,,,,0
"DeSales University, PA",4218998,0,,,,,,0
"Deep Creek, VA",5121776,11,,,,,,0
"Deer Island, OR",4118450,15,,,,708.3403812,,0
"Deer Lick, OK",4019665,0,0,0,0,,,0
"Deer Park, AL",120152,0,,,,,,0
"Deerfield, MO",2918802,3,,,,610.8156839,,0
"Del Mar Heights, TX",4819714,0,,,,,,0
"Del Sol, TX",4819808,0,,,,,,0
"Delft Colony, CA",618450,114,,,,,,0
"Dellview, NC",3716820,0,,,,,,0
"Delphos, IA",1919810,12,,,,434.1363621,,0
"Delta, LA",2220330,53,14,0,0,648.3647381,,3
"Delway, NC",3716860,0,,,,,,0
"Denio, NV",3218500,0,,,,,,0
"Dennis Acres, MO",2919090,8,,,,801.4979169,,0
"Denver, MO",2919162,4,,,,,,0
"Depauville, NY",3620302,0,,,,,,0
"Deputy, IN",1817812,0,,,,,,0
"Derby, IA",1920125,12,,,,,,0
"Dering Harbor, NY",3620379,0,0,0,0,,,0
"Des Moines, NM",3520480,0,,,,492.4944135,,0
"Despard, WV",5421316,358,,,,631.2,,0
"Detmold, MD",2422825,0,,,,,,0
"Deweyville, TX",4820212,31,,,,,,0
"Dewy Rose, GA",1322724,30,,,,,,0
"Dexter City, OH",3921910,0,,,,431.4315091,,0
"Dickey, ND",3819580,2,,,,,,0
"Disautel, WA",5317880,0,,,,,,0
"Divide, CO",820605,0,,,,,,0
"Dixon, WY",5620690,21,,,,,,3
"Dixonville, FL",1217710,61,,,,,,0
"Doddsville, MS",2819420,33,,,,757.0814518,,0
"Dodson, TX",4820716,5,,,,,,0
"Dolton, SD",4616860,13,,,,,,0
"Domino, TX",4820848,5,,,,,,0
"Donald, WA",5318265,0,,,,,,0
"Donaldson, AR",519450,29,29,1,0,461.8424538,,9
"Dorchester, TX",4820932,1,,,,982.8152354,,0
"Dot Lake, AK",219720,0,0,0,0,,,0
"Douglas, OK",4021250,6,,,,,,0
"Douglassville, PA",4219680,384,,,,2761.677752,,0
"Dover Base Housing, DE",1021387,1284,33,0,194,1521.454702,,67
"Dover Hill, IN",1818550,0,,,,,,0
"Dover Plains, NY",3620841,342,9,19,0,760.6,,0
"Downsville, MD",2423500,111,,,,,,0
"Dragoon, AZ",420330,0,,,,,,0
"Dresser, IN",1818658,0,,,,,,0
"Dripping Springs, OK",4021672,3,,,,,,0
"Drowning Creek, OK",4021676,33,,,,,,9
"Drummond, ID",1622780,0,,,,,,0
"Dry Creek, AK",220020,31,,,,,,0
"Dry Valley, NV",3219800,0,,,,,,0
"Drytown, CA",619976,0,,,,,,0
"Dubois, ID",1622960,55,0,0,0,545.5612237,,0
"Duchess Landing, OK",4021760,0,,,,,,0
"Dugway, UT",4920450,112,110,14,142,779.1113711,,222
"Dundarrach, NC",3718300,0,,,,,,0
"Dunning, NE",3113960,14,0,1,0,,,0
"Duran, NM",3521810,0,,,,,,0
"Dwight Mission, OK",4022275,0,,,,,,0
"Eagle Grove, GA",1324964,0,0,0,0,,,0
"Eagle Lake, PA",4220634,0,0,0,0,,,0
"Eagle, AK",220380,11,,,,588.0601937,,18
"Eagleville, CA",620424,4,,,,,,0
"Eakles Mill, MD",2424250,0,0,0,0,,,0
"East Amana, IA",1923520,9,,,,,,0
"East Cathlamet, WA",5319290,0,,,,,,0
"East Fultonham, OH",3923534,48,,,,475.1368048,,0
"East Montpelier, VT",5021850,0,,,,,,0
"East Pecos, NM",3522230,0,,,,,,0
"East Shore, CA",621138,31,,,,,,0
"East Williston, FL",1219575,157,,,,536.0921726,,0
"Ebro, MN",2717882,13,,,,701.5,,0
"Eccles, WV",5423644,0,,,,,,0
